"iteration","lm_4layers_tense_232-232 - _step","lm_4layers_tense_232-232 - _step__MIN","lm_4layers_tense_232-232 - _step__MAX","lm_4layers_tense_232-232 - val_aux","lm_4layers_tense_232-232 - val_aux__MIN","lm_4layers_tense_232-232 - val_aux__MAX","lm_4layers_tense_232-232 - test_aux","lm_4layers_tense_232-232 - test_aux__MIN","lm_4layers_tense_232-232 - test_aux__MAX","lm_4layers_tense_222-222 - _step","lm_4layers_tense_222-222 - _step__MIN","lm_4layers_tense_222-222 - _step__MAX","lm_4layers_tense_222-222 - val_aux","lm_4layers_tense_222-222 - val_aux__MIN","lm_4layers_tense_222-222 - val_aux__MAX","lm_4layers_tense_222-222 - test_aux","lm_4layers_tense_222-222 - test_aux__MIN","lm_4layers_tense_222-222 - test_aux__MAX","lm_4layers_tense_212-212 - _step","lm_4layers_tense_212-212 - _step__MIN","lm_4layers_tense_212-212 - _step__MAX","lm_4layers_tense_212-212 - val_aux","lm_4layers_tense_212-212 - val_aux__MIN","lm_4layers_tense_212-212 - val_aux__MAX","lm_4layers_tense_212-212 - test_aux","lm_4layers_tense_212-212 - test_aux__MIN","lm_4layers_tense_212-212 - test_aux__MAX","lm_4layers_tense_202-202 - _step","lm_4layers_tense_202-202 - _step__MIN","lm_4layers_tense_202-202 - _step__MAX","lm_4layers_tense_202-202 - val_aux","lm_4layers_tense_202-202 - val_aux__MIN","lm_4layers_tense_202-202 - val_aux__MAX","lm_4layers_tense_202-202 - test_aux","lm_4layers_tense_202-202 - test_aux__MIN","lm_4layers_tense_202-202 - test_aux__MAX","lm_4layers_tense_192-192 - _step","lm_4layers_tense_192-192 - _step__MIN","lm_4layers_tense_192-192 - _step__MAX","lm_4layers_tense_192-192 - val_aux","lm_4layers_tense_192-192 - val_aux__MIN","lm_4layers_tense_192-192 - val_aux__MAX","lm_4layers_tense_192-192 - test_aux","lm_4layers_tense_192-192 - test_aux__MIN","lm_4layers_tense_192-192 - test_aux__MAX","lm_4layers_tense_182-182 - _step","lm_4layers_tense_182-182 - _step__MIN","lm_4layers_tense_182-182 - _step__MAX","lm_4layers_tense_182-182 - val_aux","lm_4layers_tense_182-182 - val_aux__MIN","lm_4layers_tense_182-182 - val_aux__MAX","lm_4layers_tense_182-182 - test_aux","lm_4layers_tense_182-182 - test_aux__MIN","lm_4layers_tense_182-182 - test_aux__MAX","lm_4layers_tense_152-152 - _step","lm_4layers_tense_152-152 - _step__MIN","lm_4layers_tense_152-152 - _step__MAX","lm_4layers_tense_152-152 - val_aux","lm_4layers_tense_152-152 - val_aux__MIN","lm_4layers_tense_152-152 - val_aux__MAX","lm_4layers_tense_152-152 - test_aux","lm_4layers_tense_152-152 - test_aux__MIN","lm_4layers_tense_152-152 - test_aux__MAX","lm_4layers_tense_142-142 - _step","lm_4layers_tense_142-142 - _step__MIN","lm_4layers_tense_142-142 - _step__MAX","lm_4layers_tense_142-142 - val_aux","lm_4layers_tense_142-142 - val_aux__MIN","lm_4layers_tense_142-142 - val_aux__MAX","lm_4layers_tense_142-142 - test_aux","lm_4layers_tense_142-142 - test_aux__MIN","lm_4layers_tense_142-142 - test_aux__MAX","lm_4layers_tense_172-172 - _step","lm_4layers_tense_172-172 - _step__MIN","lm_4layers_tense_172-172 - _step__MAX","lm_4layers_tense_172-172 - val_aux","lm_4layers_tense_172-172 - val_aux__MIN","lm_4layers_tense_172-172 - val_aux__MAX","lm_4layers_tense_172-172 - test_aux","lm_4layers_tense_172-172 - test_aux__MIN","lm_4layers_tense_172-172 - test_aux__MAX","lm_4layers_tense_132-132 - _step","lm_4layers_tense_132-132 - _step__MIN","lm_4layers_tense_132-132 - _step__MAX","lm_4layers_tense_132-132 - val_aux","lm_4layers_tense_132-132 - val_aux__MIN","lm_4layers_tense_132-132 - val_aux__MAX","lm_4layers_tense_132-132 - test_aux","lm_4layers_tense_132-132 - test_aux__MIN","lm_4layers_tense_132-132 - test_aux__MAX","lm_4layers_tense_162-162 - _step","lm_4layers_tense_162-162 - _step__MIN","lm_4layers_tense_162-162 - _step__MAX","lm_4layers_tense_162-162 - val_aux","lm_4layers_tense_162-162 - val_aux__MIN","lm_4layers_tense_162-162 - val_aux__MAX","lm_4layers_tense_162-162 - test_aux","lm_4layers_tense_162-162 - test_aux__MIN","lm_4layers_tense_162-162 - test_aux__MAX","lm_4layers_tense_112-112 - _step","lm_4layers_tense_112-112 - _step__MIN","lm_4layers_tense_112-112 - _step__MAX","lm_4layers_tense_112-112 - val_aux","lm_4layers_tense_112-112 - val_aux__MIN","lm_4layers_tense_112-112 - val_aux__MAX","lm_4layers_tense_112-112 - test_aux","lm_4layers_tense_112-112 - test_aux__MIN","lm_4layers_tense_112-112 - test_aux__MAX","lm_4layers_tense_102-102 - _step","lm_4layers_tense_102-102 - _step__MIN","lm_4layers_tense_102-102 - _step__MAX","lm_4layers_tense_102-102 - val_aux","lm_4layers_tense_102-102 - val_aux__MIN","lm_4layers_tense_102-102 - val_aux__MAX","lm_4layers_tense_102-102 - test_aux","lm_4layers_tense_102-102 - test_aux__MIN","lm_4layers_tense_102-102 - test_aux__MAX","lm_4layers_tense_122-122 - _step","lm_4layers_tense_122-122 - _step__MIN","lm_4layers_tense_122-122 - _step__MAX","lm_4layers_tense_122-122 - val_aux","lm_4layers_tense_122-122 - val_aux__MIN","lm_4layers_tense_122-122 - val_aux__MAX","lm_4layers_tense_122-122 - test_aux","lm_4layers_tense_122-122 - test_aux__MIN","lm_4layers_tense_122-122 - test_aux__MAX","lm_4layers_tense_42-42 - _step","lm_4layers_tense_42-42 - _step__MIN","lm_4layers_tense_42-42 - _step__MAX","lm_4layers_tense_42-42 - val_aux","lm_4layers_tense_42-42 - val_aux__MIN","lm_4layers_tense_42-42 - val_aux__MAX","lm_4layers_tense_42-42 - test_aux","lm_4layers_tense_42-42 - test_aux__MIN","lm_4layers_tense_42-42 - test_aux__MAX","lm_4layers_tense_62-62 - _step","lm_4layers_tense_62-62 - _step__MIN","lm_4layers_tense_62-62 - _step__MAX","lm_4layers_tense_62-62 - val_aux","lm_4layers_tense_62-62 - val_aux__MIN","lm_4layers_tense_62-62 - val_aux__MAX","lm_4layers_tense_62-62 - test_aux","lm_4layers_tense_62-62 - test_aux__MIN","lm_4layers_tense_62-62 - test_aux__MAX","lm_4layers_tense_82-82 - _step","lm_4layers_tense_82-82 - _step__MIN","lm_4layers_tense_82-82 - _step__MAX","lm_4layers_tense_82-82 - val_aux","lm_4layers_tense_82-82 - val_aux__MIN","lm_4layers_tense_82-82 - val_aux__MAX","lm_4layers_tense_82-82 - test_aux","lm_4layers_tense_82-82 - test_aux__MIN","lm_4layers_tense_82-82 - test_aux__MAX","lm_4layers_tense_52-52 - _step","lm_4layers_tense_52-52 - _step__MIN","lm_4layers_tense_52-52 - _step__MAX","lm_4layers_tense_52-52 - val_aux","lm_4layers_tense_52-52 - val_aux__MIN","lm_4layers_tense_52-52 - val_aux__MAX","lm_4layers_tense_52-52 - test_aux","lm_4layers_tense_52-52 - test_aux__MIN","lm_4layers_tense_52-52 - test_aux__MAX","lm_4layers_tense_72-72 - _step","lm_4layers_tense_72-72 - _step__MIN","lm_4layers_tense_72-72 - _step__MAX","lm_4layers_tense_72-72 - val_aux","lm_4layers_tense_72-72 - val_aux__MIN","lm_4layers_tense_72-72 - val_aux__MAX","lm_4layers_tense_72-72 - test_aux","lm_4layers_tense_72-72 - test_aux__MIN","lm_4layers_tense_72-72 - test_aux__MAX","lm_4layers_tense_92-92 - _step","lm_4layers_tense_92-92 - _step__MIN","lm_4layers_tense_92-92 - _step__MAX","lm_4layers_tense_92-92 - val_aux","lm_4layers_tense_92-92 - val_aux__MIN","lm_4layers_tense_92-92 - val_aux__MAX","lm_4layers_tense_92-92 - test_aux","lm_4layers_tense_92-92 - test_aux__MIN","lm_4layers_tense_92-92 - test_aux__MAX"
"216000","216143","216143","216143","1","1","1","0.699","0.699","0.699","216143","216143","216143","1","1","1","0.988","0.988","0.988","216143","216143","216143","1","1","1","0.915","0.915","0.915","216143","216143","216143","0.998","0.998","0.998","0.9215","0.9215","0.9215","216143","216143","216143","1","1","1","0.994","0.994","0.994","216143","216143","216143","1","1","1","0.674","0.674","0.674","216143","216143","216143","1","1","1","0.903","0.903","0.903","216143","216143","216143","1","1","1","0.911","0.911","0.911","216143","216143","216143","1","1","1","0.78","0.78","0.78","216143","216143","216143","1","1","1","0.567","0.567","0.567","216143","216143","216143","1","1","1","0.995","0.995","0.995","216143","216143","216143","1","1","1","0.85","0.85","0.85","216143","216143","216143","1","1","1","0.738","0.738","0.738","216143","216143","216143","1","1","1","0.733","0.733","0.733","216143","216143","216143","1","1","1","0.923","0.923","0.923","216143","216143","216143","1","1","1","0.2645","0.2645","0.2645","216143","216143","216143","1","1","1","0.765","0.765","0.765","216143","216143","216143","1","1","1","0.9915","0.9915","0.9915","216143","216143","216143","1","1","1","0.976","0.976","0.976","216143","216143","216143","1","1","1","0.9855","0.9855","0.9855"
"219000","219145","219145","219145","1","1","1","0.7415","0.7415","0.7415","219145","219145","219145","1","1","1","0.962","0.962","0.962","219145","219145","219145","1","1","1","0.9715","0.9715","0.9715","219145","219145","219145","1","1","1","0.988","0.988","0.988","219145","219145","219145","1","1","1","0.994","0.994","0.994","219145","219145","219145","1","1","1","0.732","0.732","0.732","219145","219145","219145","1","1","1","0.953","0.953","0.953","219145","219145","219145","0.999","0.999","0.999","0.743","0.743","0.743","219145","219145","219145","1","1","1","0.5075","0.5075","0.5075","219145","219145","219145","1","1","1","0.657","0.657","0.657","219145","219145","219145","1","1","1","1","1","1","219145","219145","219145","0.999","0.999","0.999","0.891","0.891","0.891","219145","219145","219145","1","1","1","0.732","0.732","0.732","219145","219145","219145","1","1","1","0.881","0.881","0.881","219145","219145","219145","1","1","1","0.8795","0.8795","0.8795","219145","219145","219145","1","1","1","0.4095","0.4095","0.4095","219145","219145","219145","1","1","1","0.837","0.837","0.837","219145","219145","219145","1","1","1","0.9825","0.9825","0.9825","219145","219145","219145","1","1","1","0.9805","0.9805","0.9805","219145","219145","219145","1","1","1","0.9255","0.9255","0.9255"
"222000","222147","222147","222147","1","1","1","0.757","0.757","0.757","222147","222147","222147","1","1","1","0.957","0.957","0.957","222147","222147","222147","1","1","1","0.752","0.752","0.752","222147","222147","222147","1","1","1","0.9795","0.9795","0.9795","222147","222147","222147","1","1","1","0.9785","0.9785","0.9785","222147","222147","222147","1","1","1","0.656","0.656","0.656","222147","222147","222147","1","1","1","0.8415","0.8415","0.8415","222147","222147","222147","1","1","1","0.8415","0.8415","0.8415","222147","222147","222147","1","1","1","0.4995","0.4995","0.4995","222147","222147","222147","1","1","1","0.7145","0.7145","0.7145","222147","222147","222147","1","1","1","0.9905","0.9905","0.9905","222147","222147","222147","1","1","1","0.973","0.973","0.973","222147","222147","222147","1","1","1","0.7375","0.7375","0.7375","222147","222147","222147","1","1","1","0.9","0.9","0.9","222147","222147","222147","1","1","1","0.9125","0.9125","0.9125","222147","222147","222147","1","1","1","0.457","0.457","0.457","222147","222147","222147","1","1","1","0.7745","0.7745","0.7745","222147","222147","222147","1","1","1","0.9925","0.9925","0.9925","222147","222147","222147","1","1","1","0.978","0.978","0.978","222147","222147","222147","1","1","1","0.972","0.972","0.972"
"225000","225149","225149","225149","1","1","1","0.7965","0.7965","0.7965","225149","225149","225149","1","1","1","0.9155","0.9155","0.9155","225149","225149","225149","1","1","1","0.8695","0.8695","0.8695","225149","225149","225149","1","1","1","0.985","0.985","0.985","225149","225149","225149","1","1","1","0.9815","0.9815","0.9815","225149","225149","225149","1","1","1","0.6585","0.6585","0.6585","225149","225149","225149","1","1","1","0.9665","0.9665","0.9665","225149","225149","225149","0.999","0.999","0.999","0.877","0.877","0.877","225149","225149","225149","1","1","1","0.2165","0.2165","0.2165","225149","225149","225149","1","1","1","0.6445","0.6445","0.6445","225149","225149","225149","0.999","0.999","0.999","0.966","0.966","0.966","225149","225149","225149","1","1","1","0.933","0.933","0.933","225149","225149","225149","1","1","1","0.631","0.631","0.631","225149","225149","225149","1","1","1","0.8865","0.8865","0.8865","225149","225149","225149","0.999","0.999","0.999","0.9005","0.9005","0.9005","225149","225149","225149","1","1","1","0.346","0.346","0.346","225149","225149","225149","1","1","1","0.7015","0.7015","0.7015","225149","225149","225149","1","1","1","0.993","0.993","0.993","225149","225149","225149","1","1","1","0.9835","0.9835","0.9835","225149","225149","225149","1","1","1","0.979","0.979","0.979"
"228000","228151","228151","228151","1","1","1","0.816","0.816","0.816","228151","228151","228151","1","1","1","0.766","0.766","0.766","228151","228151","228151","1","1","1","0.8985","0.8985","0.8985","228151","228151","228151","1","1","1","0.9955","0.9955","0.9955","228151","228151","228151","1","1","1","0.9635","0.9635","0.9635","228151","228151","228151","1","1","1","0.6695","0.6695","0.6695","228151","228151","228151","1","1","1","0.877","0.877","0.877","228151","228151","228151","1","1","1","0.92","0.92","0.92","228151","228151","228151","1","1","1","0.4275","0.4275","0.4275","228151","228151","228151","1","1","1","0.549","0.549","0.549","228151","228151","228151","1","1","1","0.9895","0.9895","0.9895","228151","228151","228151","1","1","1","0.9595","0.9595","0.9595","228151","228151","228151","1","1","1","0.735","0.735","0.735","228151","228151","228151","1","1","1","0.9655","0.9655","0.9655","228151","228151","228151","1","1","1","0.8835","0.8835","0.8835","228151","228151","228151","1","1","1","0.384","0.384","0.384","228151","228151","228151","1","1","1","0.7085","0.7085","0.7085","228151","228151","228151","1","1","1","0.994","0.994","0.994","228151","228151","228151","1","1","1","0.9925","0.9925","0.9925","228151","228151","228151","1","1","1","0.9785","0.9785","0.9785"
"231000","231153","231153","231153","1","1","1","0.8275","0.8275","0.8275","231153","231153","231153","1","1","1","0.831","0.831","0.831","231153","231153","231153","1","1","1","0.912","0.912","0.912","231153","231153","231153","1","1","1","0.9965","0.9965","0.9965","231153","231153","231153","1","1","1","0.9445","0.9445","0.9445","231153","231153","231153","1","1","1","0.6635","0.6635","0.6635","231153","231153","231153","1","1","1","0.917","0.917","0.917","231153","231153","231153","1","1","1","0.883","0.883","0.883","231153","231153","231153","1","1","1","0.5035","0.5035","0.5035","231153","231153","231153","1","1","1","0.591","0.591","0.591","231153","231153","231153","1","1","1","0.9995","0.9995","0.9995","231153","231153","231153","1","1","1","0.9975","0.9975","0.9975","231153","231153","231153","1","1","1","0.6925","0.6925","0.6925","231153","231153","231153","1","1","1","0.915","0.915","0.915","231153","231153","231153","1","1","1","0.96","0.96","0.96","231153","231153","231153","1","1","1","0.4055","0.4055","0.4055","231153","231153","231153","1","1","1","0.8035","0.8035","0.8035","231153","231153","231153","0.999","0.999","0.999","0.9925","0.9925","0.9925","231153","231153","231153","1","1","1","0.9785","0.9785","0.9785","231153","231153","231153","1","1","1","0.9715","0.9715","0.9715"
"234000","234155","234155","234155","1","1","1","0.805","0.805","0.805","234155","234155","234155","1","1","1","0.905","0.905","0.905","234155","234155","234155","1","1","1","0.9885","0.9885","0.9885","234155","234155","234155","0.999","0.999","0.999","1","1","1","234155","234155","234155","1","1","1","0.959","0.959","0.959","234155","234155","234155","1","1","1","0.685","0.685","0.685","234155","234155","234155","1","1","1","0.9435","0.9435","0.9435","234155","234155","234155","1","1","1","0.8675","0.8675","0.8675","234155","234155","234155","1","1","1","0.5405","0.5405","0.5405","234155","234155","234155","1","1","1","0.609","0.609","0.609","234155","234155","234155","1","1","1","0.9765","0.9765","0.9765","234155","234155","234155","1","1","1","0.992","0.992","0.992","234155","234155","234155","1","1","1","0.6785","0.6785","0.6785","234155","234155","234155","1","1","1","0.899","0.899","0.899","234155","234155","234155","1","1","1","0.965","0.965","0.965","234155","234155","234155","1","1","1","0.376","0.376","0.376","234155","234155","234155","1","1","1","0.8355","0.8355","0.8355","234155","234155","234155","1","1","1","0.9835","0.9835","0.9835","234155","234155","234155","1","1","1","0.9875","0.9875","0.9875","234155","234155","234155","1","1","1","0.9675","0.9675","0.9675"
"237000","237157","237157","237157","1","1","1","0.718","0.718","0.718","237157","237157","237157","1","1","1","0.833","0.833","0.833","237157","237157","237157","1","1","1","0.9675","0.9675","0.9675","237157","237157","237157","1","1","1","0.9995","0.9995","0.9995","237157","237157","237157","1","1","1","0.9645","0.9645","0.9645","237157","237157","237157","1","1","1","0.6115","0.6115","0.6115","237157","237157","237157","1","1","1","0.9005","0.9005","0.9005","237157","237157","237157","1","1","1","0.819","0.819","0.819","237157","237157","237157","1","1","1","0.6855","0.6855","0.6855","237157","237157","237157","1","1","1","0.632","0.632","0.632","237157","237157","237157","1","1","1","0.9705","0.9705","0.9705","237157","237157","237157","1","1","1","0.9705","0.9705","0.9705","237157","237157","237157","1","1","1","0.632","0.632","0.632","237157","237157","237157","1","1","1","0.7465","0.7465","0.7465","237157","237157","237157","1","1","1","0.9335","0.9335","0.9335","237157","237157","237157","1","1","1","0.393","0.393","0.393","237157","237157","237157","1","1","1","0.8075","0.8075","0.8075","237157","237157","237157","1","1","1","0.9765","0.9765","0.9765","237157","237157","237157","1","1","1","0.9895","0.9895","0.9895","237157","237157","237157","1","1","1","0.955","0.955","0.955"
"240000","240159","240159","240159","1","1","1","0.696","0.696","0.696","240159","240159","240159","1","1","1","0.8265","0.8265","0.8265","240159","240159","240159","1","1","1","0.9585","0.9585","0.9585","240159","240159","240159","1","1","1","1","1","1","240159","240159","240159","1","1","1","0.932","0.932","0.932","240159","240159","240159","1","1","1","0.692","0.692","0.692","240159","240159","240159","1","1","1","0.8775","0.8775","0.8775","240159","240159","240159","1","1","1","0.9155","0.9155","0.9155","240159","240159","240159","1","1","1","0.706","0.706","0.706","240159","240159","240159","1","1","1","0.602","0.602","0.602","240159","240159","240159","1","1","1","0.997","0.997","0.997","240159","240159","240159","1","1","1","0.9575","0.9575","0.9575","240159","240159","240159","1","1","1","0.8575","0.8575","0.8575","240159","240159","240159","1","1","1","0.8495","0.8495","0.8495","240159","240159","240159","1","1","1","0.9165","0.9165","0.9165","240159","240159","240159","1","1","1","0.319","0.319","0.319","240159","240159","240159","1","1","1","0.843","0.843","0.843","240159","240159","240159","1","1","1","0.9865","0.9865","0.9865","240159","240159","240159","1","1","1","0.9695","0.9695","0.9695","240159","240159","240159","1","1","1","0.936","0.936","0.936"
"243000","243161","243161","243161","1","1","1","0.873","0.873","0.873","243161","243161","243161","1","1","1","0.8315","0.8315","0.8315","243161","243161","243161","1","1","1","0.942","0.942","0.942","243161","243161","243161","1","1","1","0.9935","0.9935","0.9935","243161","243161","243161","1","1","1","0.9275","0.9275","0.9275","243161","243161","243161","1","1","1","0.6195","0.6195","0.6195","243161","243161","243161","1","1","1","0.866","0.866","0.866","243161","243161","243161","1","1","1","0.8175","0.8175","0.8175","243161","243161","243161","1","1","1","0.709","0.709","0.709","243161","243161","243161","1","1","1","0.551","0.551","0.551","243161","243161","243161","1","1","1","1","1","1","243161","243161","243161","1","1","1","0.9135","0.9135","0.9135","243161","243161","243161","1","1","1","0.779","0.779","0.779","243161","243161","243161","1","1","1","0.887","0.887","0.887","243161","243161","243161","1","1","1","0.91","0.91","0.91","243161","243161","243161","1","1","1","0.3065","0.3065","0.3065","243161","243161","243161","1","1","1","0.9095","0.9095","0.9095","243161","243161","243161","1","1","1","0.985","0.985","0.985","243161","243161","243161","1","1","1","0.9405","0.9405","0.9405","243161","243161","243161","1","1","1","0.9315","0.9315","0.9315"
"246000","246163","246163","246163","1","1","1","0.8865","0.8865","0.8865","246163","246163","246163","1","1","1","0.827","0.827","0.827","246163","246163","246163","1","1","1","0.9025","0.9025","0.9025","246163","246163","246163","1","1","1","0.996","0.996","0.996","246163","246163","246163","1","1","1","0.937","0.937","0.937","246163","246163","246163","1","1","1","0.6665","0.6665","0.6665","246163","246163","246163","1","1","1","0.819","0.819","0.819","246163","246163","246163","1","1","1","0.7285","0.7285","0.7285","246163","246163","246163","1","1","1","0.7405","0.7405","0.7405","246163","246163","246163","1","1","1","0.524","0.524","0.524","246163","246163","246163","1","1","1","0.998","0.998","0.998","246163","246163","246163","1","1","1","0.8845","0.8845","0.8845","246163","246163","246163","1","1","1","0.858","0.858","0.858","246163","246163","246163","1","1","1","0.854","0.854","0.854","246163","246163","246163","1","1","1","0.9035","0.9035","0.9035","246163","246163","246163","1","1","1","0.2815","0.2815","0.2815","246163","246163","246163","1","1","1","0.909","0.909","0.909","246163","246163","246163","1","1","1","0.9935","0.9935","0.9935","246163","246163","246163","1","1","1","0.981","0.981","0.981","246163","246163","246163","1","1","1","0.956","0.956","0.956"
"249000","249165","249165","249165","1","1","1","0.927","0.927","0.927","249165","249165","249165","1","1","1","0.8535","0.8535","0.8535","249165","249165","249165","1","1","1","0.935","0.935","0.935","249165","249165","249165","1","1","1","0.9955","0.9955","0.9955","249165","249165","249165","1","1","1","0.9335","0.9335","0.9335","249165","249165","249165","1","1","1","0.722","0.722","0.722","249165","249165","249165","1","1","1","0.82","0.82","0.82","249165","249165","249165","1","1","1","0.728","0.728","0.728","249165","249165","249165","1","1","1","0.762","0.762","0.762","249165","249165","249165","1","1","1","0.5865","0.5865","0.5865","249165","249165","249165","1","1","1","0.994","0.994","0.994","249165","249165","249165","1","1","1","0.9965","0.9965","0.9965","249165","249165","249165","1","1","1","0.8905","0.8905","0.8905","249165","249165","249165","1","1","1","0.833","0.833","0.833","249165","249165","249165","1","1","1","0.9005","0.9005","0.9005","249165","249165","249165","1","1","1","0.297","0.297","0.297","249165","249165","249165","1","1","1","0.924","0.924","0.924","249165","249165","249165","1","1","1","0.9955","0.9955","0.9955","249165","249165","249165","1","1","1","0.972","0.972","0.972","249165","249165","249165","1","1","1","0.916","0.916","0.916"
"252000","252167","252167","252167","1","1","1","0.8755","0.8755","0.8755","252167","252167","252167","1","1","1","0.84","0.84","0.84","252167","252167","252167","1","1","1","0.956","0.956","0.956","252167","252167","252167","1","1","1","0.999","0.999","0.999","252167","252167","252167","1","1","1","0.946","0.946","0.946","252167","252167","252167","1","1","1","0.757","0.757","0.757","252167","252167","252167","1","1","1","0.822","0.822","0.822","252167","252167","252167","1","1","1","0.664","0.664","0.664","252167","252167","252167","1","1","1","0.7775","0.7775","0.7775","252167","252167","252167","1","1","1","0.5225","0.5225","0.5225","252167","252167","252167","1","1","1","0.958","0.958","0.958","252167","252167","252167","1","1","1","0.987","0.987","0.987","252167","252167","252167","1","1","1","0.854","0.854","0.854","252167","252167","252167","1","1","1","0.853","0.853","0.853","252167","252167","252167","1","1","1","0.888","0.888","0.888","252167","252167","252167","1","1","1","0.266","0.266","0.266","252167","252167","252167","1","1","1","0.953","0.953","0.953","252167","252167","252167","1","1","1","0.9805","0.9805","0.9805","252167","252167","252167","1","1","1","0.999","0.999","0.999","252167","252167","252167","1","1","1","0.9795","0.9795","0.9795"
"255000","255169","255169","255169","1","1","1","0.879","0.879","0.879","255169","255169","255169","1","1","1","0.8735","0.8735","0.8735","255169","255169","255169","1","1","1","0.9565","0.9565","0.9565","255169","255169","255169","1","1","1","0.9975","0.9975","0.9975","255169","255169","255169","1","1","1","0.9335","0.9335","0.9335","255169","255169","255169","1","1","1","0.7675","0.7675","0.7675","255169","255169","255169","1","1","1","0.8225","0.8225","0.8225","255169","255169","255169","1","1","1","0.6985","0.6985","0.6985","255169","255169","255169","1","1","1","0.734","0.734","0.734","255169","255169","255169","1","1","1","0.555","0.555","0.555","255169","255169","255169","1","1","1","0.9965","0.9965","0.9965","255169","255169","255169","1","1","1","0.998","0.998","0.998","255169","255169","255169","1","1","1","0.8685","0.8685","0.8685","255169","255169","255169","1","1","1","0.8775","0.8775","0.8775","255169","255169","255169","1","1","1","0.9075","0.9075","0.9075","255169","255169","255169","1","1","1","0.263","0.263","0.263","255169","255169","255169","1","1","1","0.939","0.939","0.939","255169","255169","255169","1","1","1","0.986","0.986","0.986","255169","255169","255169","1","1","1","0.9585","0.9585","0.9585","255169","255169","255169","1","1","1","0.9925","0.9925","0.9925"
"258000","258171","258171","258171","1","1","1","0.819","0.819","0.819","258171","258171","258171","1","1","1","0.8475","0.8475","0.8475","258171","258171","258171","1","1","1","0.933","0.933","0.933","258171","258171","258171","1","1","1","0.9975","0.9975","0.9975","258171","258171","258171","1","1","1","0.972","0.972","0.972","258171","258171","258171","1","1","1","0.777","0.777","0.777","258171","258171","258171","1","1","1","0.823","0.823","0.823","258171","258171","258171","1","1","1","0.6845","0.6845","0.6845","258171","258171","258171","1","1","1","0.8","0.8","0.8","258171","258171","258171","1","1","1","0.559","0.559","0.559","258171","258171","258171","1","1","1","0.999","0.999","0.999","258171","258171","258171","1","1","1","0.9915","0.9915","0.9915","258171","258171","258171","1","1","1","0.8825","0.8825","0.8825","258171","258171","258171","1","1","1","0.861","0.861","0.861","258171","258171","258171","1","1","1","0.94","0.94","0.94","258171","258171","258171","1","1","1","0.244","0.244","0.244","258171","258171","258171","1","1","1","0.9455","0.9455","0.9455","258171","258171","258171","1","1","1","0.976","0.976","0.976","258171","258171","258171","1","1","1","0.9635","0.9635","0.9635","258171","258171","258171","1","1","1","0.9915","0.9915","0.9915"
"261000","261173","261173","261173","1","1","1","0.7895","0.7895","0.7895","261173","261173","261173","1","1","1","0.8215","0.8215","0.8215","261173","261173","261173","1","1","1","0.9","0.9","0.9","261173","261173","261173","1","1","1","0.9975","0.9975","0.9975","261173","261173","261173","1","1","1","0.9615","0.9615","0.9615","261173","261173","261173","1","1","1","0.7225","0.7225","0.7225","261173","261173","261173","1","1","1","0.847","0.847","0.847","261173","261173","261173","1","1","1","0.7905","0.7905","0.7905","261173","261173","261173","1","1","1","0.6955","0.6955","0.6955","261173","261173","261173","1","1","1","0.5865","0.5865","0.5865","261173","261173","261173","1","1","1","0.9985","0.9985","0.9985","261173","261173","261173","1","1","1","1","1","1","261173","261173","261173","1","1","1","0.8615","0.8615","0.8615","261173","261173","261173","1","1","1","0.8675","0.8675","0.8675","261173","261173","261173","1","1","1","0.961","0.961","0.961","261173","261173","261173","1","1","1","0.285","0.285","0.285","261173","261173","261173","1","1","1","0.933","0.933","0.933","261173","261173","261173","1","1","1","0.9885","0.9885","0.9885","261173","261173","261173","1","1","1","0.9725","0.9725","0.9725","261173","261173","261173","1","1","1","0.9755","0.9755","0.9755"
"264000","264175","264175","264175","1","1","1","0.822","0.822","0.822","264175","264175","264175","1","1","1","0.7405","0.7405","0.7405","264175","264175","264175","1","1","1","0.91","0.91","0.91","264175","264175","264175","1","1","1","0.998","0.998","0.998","264175","264175","264175","1","1","1","0.9595","0.9595","0.9595","264175","264175","264175","1","1","1","0.6835","0.6835","0.6835","264175","264175","264175","1","1","1","0.8015","0.8015","0.8015","264175","264175","264175","1","1","1","0.7305","0.7305","0.7305","264175","264175","264175","1","1","1","0.803","0.803","0.803","264175","264175","264175","1","1","1","0.5475","0.5475","0.5475","264175","264175","264175","1","1","1","0.9995","0.9995","0.9995","264175","264175","264175","1","1","1","0.9995","0.9995","0.9995","264175","264175","264175","1","1","1","0.86","0.86","0.86","264175","264175","264175","1","1","1","0.8325","0.8325","0.8325","264175","264175","264175","1","1","1","0.937","0.937","0.937","264175","264175","264175","1","1","1","0.332","0.332","0.332","264175","264175","264175","1","1","1","0.9165","0.9165","0.9165","264175","264175","264175","1","1","1","0.9805","0.9805","0.9805","264175","264175","264175","1","1","1","0.9625","0.9625","0.9625","264175","264175","264175","1","1","1","0.976","0.976","0.976"
